store_id,date,day_of_week,hour,forecast_customers,is_peak_hour
S014,2026-05-06,Wednesday,20,267,1
S014,2026-05-06,Wednesday,21,116,0
S014,2026-05-07,Thursday,8,133,0
S014,2026-05-07,Thursday,9,154,0
S014,2026-05-07,Thursday,10,110,0
S014,2026-05-07,Thursday,11,111,0
S014,2026-05-07,Thursday,12,89,0
S014,2026-05-07,Thursday,13,97,0
S014,2026-05-07,Thursday,14,140,0
S014,2026-05-07,Thursday,15,85,0
S014,2026-05-07,Thursday,16,92,0
S014,2026-05-07,Thursday,17,233,1
S014,2026-05-07,Thursday,18,248,1
S014,2026-05-07,Thursday,19,256,1
S014,2026-05-07,Thursday,20,230,1
S014,2026-05-07,Thursday,21,165,0
S014,2026-05-08,Friday,8,101,0
S014,2026-05-08,Friday,9,147,0
S014,2026-05-08,Friday,10,72,0
S014,2026-05-08,Friday,11,93,0
S014,2026-05-08,Friday,12,74,0
S014,2026-05-08,Friday,13,81,0
S014,2026-05-08,Friday,14,118,0
S014,2026-05-08,Friday,15,101,0
S014,2026-05-08,Friday,16,123,0
S014,2026-05-08,Friday,17,256,1
S014,2026-05-08,Friday,18,255,1
S014,2026-05-08,Friday,19,251,1
S014,2026-05-08,Friday,20,231,1
S014,2026-05-08,Friday,21,89,0
S014,2026-05-09,Saturday,8,103,0
S014,2026-05-09,Saturday,9,204,0
S014,2026-05-09,Saturday,10,190,0
S014,2026-05-09,Saturday,11,250,0
S014,2026-05-09,Saturday,12,187,0
S014,2026-05-09,Saturday,13,181,0
S014,2026-05-09,Saturday,14,197,0
S014,2026-05-09,Saturday,15,95,0
S014,2026-05-09,Saturday,16,212,0
S014,2026-05-09,Saturday,17,336,1
S014,2026-05-09,Saturday,18,325,1
S014,2026-05-09,Saturday,19,382,1
S014,2026-05-09,Saturday,20,348,1
S014,2026-05-09,Saturday,21,170,0
S015,2026-05-03,Sunday,8,146,0
S015,2026-05-03,Sunday,9,145,0
S015,2026-05-03,Sunday,10,157,0
S015,2026-05-03,Sunday,11,163,0
S015,2026-05-03,Sunday,12,152,0
S015,2026-05-03,Sunday,13,188,0
S015,2026-05-03,Sunday,14,206,0
S015,2026-05-03,Sunday,15,104,0
S015,2026-05-03,Sunday,16,155,0
S015,2026-05-03,Sunday,17,374,1
S015,2026-05-03,Sunday,18,360,1
S015,2026-05-03,Sunday,19,377,1
S015,2026-05-03,Sunday,20,349,1
S015,2026-05-03,Sunday,21,207,0
S015,2026-05-04,Monday,8,135,0
S015,2026-05-04,Monday,9,150,0
S015,2026-05-04,Monday,10,164,0
S015,2026-05-04,Monday,11,137,0
S015,2026-05-04,Monday,12,155,0
S015,2026-05-04,Monday,13,123,0
S015,2026-05-04,Monday,14,69,0
S015,2026-05-04,Monday,15,117,0
S015,2026-05-04,Monday,16,137,0
S015,2026-05-04,Monday,17,238,1
S015,2026-05-04,Monday,18,232,1
S015,2026-05-04,Monday,19,261,1
S015,2026-05-04,Monday,20,252,1
S015,2026-05-04,Monday,21,80,0
S015,2026-05-05,Tuesday,8,132,0
S015,2026-05-05,Tuesday,9,118,0
S015,2026-05-05,Tuesday,10,123,0
S015,2026-05-05,Tuesday,11,156,0
S015,2026-05-05,Tuesday,12,129,0
S015,2026-05-05,Tuesday,13,144,0
S015,2026-05-05,Tuesday,14,158,0
S015,2026-05-05,Tuesday,15,102,0
S015,2026-05-05,Tuesday,16,105,0
S015,2026-05-05,Tuesday,17,257,1
S015,2026-05-05,Tuesday,18,260,1
S015,2026-05-05,Tuesday,19,248,1
S015,2026-05-05,Tuesday,20,231,1
S015,2026-05-05,Tuesday,21,139,0
S015,2026-05-06,Wednesday,8,69,0
S015,2026-05-06,Wednesday,9,100,0
S015,2026-05-06,Wednesday,10,107,0
S015,2026-05-06,Wednesday,11,136,0
S015,2026-05-06,Wednesday,12,76,0
S015,2026-05-06,Wednesday,13,85,0
S015,2026-05-06,Wednesday,14,77,0
S015,2026-05-06,Wednesday,15,107,0
S015,2026-05-06,Wednesday,16,89,0
S015,2026-05-06,Wednesday,17,265,1
S015,2026-05-06,Wednesday,18,256,1
S015,2026-05-06,Wednesday,19,237,1
S015,2026-05-06,Wednesday,20,229,1
S015,2026-05-06,Wednesday,21,71,0
S015,2026-05-07,Thursday,8,153,0
S015,2026-05-07,Thursday,9,98,0
S015,2026-05-07,Thursday,10,108,0
S015,2026-05-07,Thursday,11,129,0
S015,2026-05-07,Thursday,12,133,0
S015,2026-05-07,Thursday,13,136,0
S015,2026-05-07,Thursday,14,98,0
S015,2026-05-07,Thursday,15,150,0
S015,2026-05-07,Thursday,16,104,0
S015,2026-05-07,Thursday,17,234,1
S015,2026-05-07,Thursday,18,253,1
S015,2026-05-07,Thursday,19,226,1
S015,2026-05-07,Thursday,20,235,1
S015,2026-05-07,Thursday,21,140,0
S015,2026-05-08,Friday,8,104,0
S015,2026-05-08,Friday,9,170,0
S015,2026-05-08,Friday,10,128,0
S015,2026-05-08,Friday,11,82,0
S015,2026-05-08,Friday,12,143,0
S015,2026-05-08,Friday,13,109,0
S015,2026-05-08,Friday,14,116,0
S015,2026-05-08,Friday,15,97,0
S015,2026-05-08,Friday,16,145,0
S015,2026-05-08,Friday,17,240,1
S015,2026-05-08,Friday,18,266,1
S015,2026-05-08,Friday,19,247,1
S015,2026-05-08,Friday,20,231,1
S015,2026-05-08,Friday,21,124,0
S015,2026-05-09,Saturday,8,148,0
S015,2026-05-09,Saturday,9,168,0
S015,2026-05-09,Saturday,10,129,0
S015,2026-05-09,Saturday,11,173,0
S015,2026-05-09,Saturday,12,185,0
S015,2026-05-09,Saturday,13,118,0
S015,2026-05-09,Saturday,14,124,0
S015,2026-05-09,Saturday,15,109,0
S015,2026-05-09,Saturday,16,175,0
S015,2026-05-09,Saturday,17,339,1
S015,2026-05-09,Saturday,18,343,1
S015,2026-05-09,Saturday,19,380,1
S015,2026-05-09,Saturday,20,350,1
S015,2026-05-09,Saturday,21,171,0
S016,2026-05-03,Sunday,8,108,0
S016,2026-05-03,Sunday,9,107,0
S016,2026-05-03,Sunday,10,146,0
S016,2026-05-03,Sunday,11,120,0
S016,2026-05-03,Sunday,12,121,0
S016,2026-05-03,Sunday,13,148,0
S016,2026-05-03,Sunday,14,101,0
S016,2026-05-03,Sunday,15,155,0
S016,2026-05-03,Sunday,16,99,0
S016,2026-05-03,Sunday,17,212,1
S016,2026-05-03,Sunday,18,214,1
S016,2026-05-03,Sunday,19,220,1
S016,2026-05-03,Sunday,20,256,1
S016,2026-05-03,Sunday,21,130,0
S016,2026-05-04,Monday,8,89,0
S016,2026-05-04,Monday,9,74,0
S016,2026-05-04,Monday,10,87,0
S016,2026-05-04,Monday,11,76,0
S016,2026-05-04,Monday,12,75,0
S016,2026-05-04,Monday,13,55,0
S016,2026-05-04,Monday,14,62,0
S016,2026-05-04,Monday,15,84,0
S016,2026-05-04,Monday,16,112,0
S016,2026-05-04,Monday,17,166,1
S016,2026-05-04,Monday,18,161,1
S016,2026-05-04,Monday,19,170,1
S016,2026-05-04,Monday,20,172,1
S016,2026-05-04,Monday,21,89,0
S016,2026-05-05,Tuesday,8,104,0
S016,2026-05-05,Tuesday,9,55,0
S016,2026-05-05,Tuesday,10,64,0
S016,2026-05-05,Tuesday,11,45,0
S016,2026-05-05,Tuesday,12,72,0
S016,2026-05-05,Tuesday,13,72,0
S016,2026-05-05,Tuesday,14,53,0
S016,2026-05-05,Tuesday,15,93,0
S016,2026-05-05,Tuesday,16,54,0
S016,2026-05-05,Tuesday,17,156,1
S016,2026-05-05,Tuesday,18,176,1
S016,2026-05-05,Tuesday,19,173,1
S016,2026-05-05,Tuesday,20,163,1
S016,2026-05-05,Tuesday,21,47,0
S016,2026-05-06,Wednesday,8,79,0
S016,2026-05-06,Wednesday,9,78,0
S016,2026-05-06,Wednesday,10,81,0
S016,2026-05-06,Wednesday,11,61,0
S016,2026-05-06,Wednesday,12,66,0
S016,2026-05-06,Wednesday,13,80,0
S016,2026-05-06,Wednesday,14,56,0
S016,2026-05-06,Wednesday,15,111,0
S016,2026-05-06,Wednesday,16,91,0
S016,2026-05-06,Wednesday,17,153,1
S016,2026-05-06,Wednesday,18,155,1
S016,2026-05-06,Wednesday,19,158,1
S016,2026-05-06,Wednesday,20,177,1
S016,2026-05-06,Wednesday,21,76,0
S016,2026-05-07,Thursday,8,60,0
S016,2026-05-07,Thursday,9,46,0
S016,2026-05-07,Thursday,10,53,0
S016,2026-05-07,Thursday,11,59,0
S016,2026-05-07,Thursday,12,54,0
S016,2026-05-07,Thursday,13,97,0
S016,2026-05-07,Thursday,14,61,0
S016,2026-05-07,Thursday,15,76,0
S016,2026-05-07,Thursday,16,66,0
S016,2026-05-07,Thursday,17,159,1
S016,2026-05-07,Thursday,18,166,1
S016,2026-05-07,Thursday,19,162,1
S016,2026-05-07,Thursday,20,154,1
S016,2026-05-07,Thursday,21,72,0
S016,2026-05-08,Friday,8,107,0
S016,2026-05-08,Friday,9,82,0
S016,2026-05-08,Friday,10,99,0
S016,2026-05-08,Friday,11,105,0
S016,2026-05-08,Friday,12,62,0
S016,2026-05-08,Friday,13,70,0
S016,2026-05-08,Friday,14,68,0
S016,2026-05-08,Friday,15,54,0
S016,2026-05-08,Friday,16,76,0
S016,2026-05-08,Friday,17,169,1
S016,2026-05-08,Friday,18,173,1
S016,2026-05-08,Friday,19,170,1
S016,2026-05-08,Friday,20,155,1
S016,2026-05-08,Friday,21,95,0
S016,2026-05-09,Saturday,8,145,0
S016,2026-05-09,Saturday,9,158,0
S016,2026-05-09,Saturday,10,145,0
S016,2026-05-09,Saturday,11,116,0
S016,2026-05-09,Saturday,12,150,0
S016,2026-05-09,Saturday,13,109,0
S016,2026-05-09,Saturday,14,117,0
S016,2026-05-09,Saturday,15,132,0
S016,2026-05-09,Saturday,16,89,0
S016,2026-05-09,Saturday,17,247,1
S016,2026-05-09,Saturday,18,241,1
S016,2026-05-09,Saturday,19,213,1
S016,2026-05-09,Saturday,20,247,1
S016,2026-05-09,Saturday,21,134,0
S017,2026-05-03,Sunday,8,37,0
S017,2026-05-03,Sunday,9,39,0
S017,2026-05-03,Sunday,10,38,0
S017,2026-05-03,Sunday,11,58,0
S017,2026-05-03,Sunday,12,41,0
S017,2026-05-03,Sunday,13,32,0
S017,2026-05-03,Sunday,14,37,0
S017,2026-05-03,Sunday,15,66,0
S017,2026-05-03,Sunday,16,71,0
S017,2026-05-03,Sunday,17,115,1
S017,2026-05-03,Sunday,18,105,1
S017,2026-05-03,Sunday,19,106,1
S017,2026-05-03,Sunday,20,118,1
S017,2026-05-03,Sunday,21,56,0
S017,2026-05-04,Monday,8,46,0
S017,2026-05-04,Monday,9,34,0
S017,2026-05-04,Monday,10,42,0
S017,2026-05-04,Monday,11,44,0
S017,2026-05-04,Monday,12,28,0
S017,2026-05-04,Monday,13,38,0
S017,2026-05-04,Monday,14,34,0
S017,2026-05-04,Monday,15,50,0
S017,2026-05-04,Monday,16,38,0
S017,2026-05-04,Monday,17,84,1
S017,2026-05-04,Monday,18,79,1
S017,2026-05-04,Monday,19,86,1
S017,2026-05-04,Monday,20,74,1
S017,2026-05-04,Monday,21,34,0
S017,2026-05-05,Tuesday,8,40,0
S017,2026-05-05,Tuesday,9,46,0
S017,2026-05-05,Tuesday,10,56,0
S017,2026-05-05,Tuesday,11,27,0
S017,2026-05-05,Tuesday,12,41,0
S017,2026-05-05,Tuesday,13,27,0
S017,2026-05-05,Tuesday,14,53,0
S017,2026-05-05,Tuesday,15,35,0
S017,2026-05-05,Tuesday,16,47,0
S017,2026-05-05,Tuesday,17,87,1
S017,2026-05-05,Tuesday,18,79,1
S017,2026-05-05,Tuesday,19,87,1
S017,2026-05-05,Tuesday,20,78,1
S017,2026-05-05,Tuesday,21,26,0
S017,2026-05-06,Wednesday,8,22,0
S017,2026-05-06,Wednesday,9,47,0
S017,2026-05-06,Wednesday,10,46,0
S017,2026-05-06,Wednesday,11,43,0
S017,2026-05-06,Wednesday,12,53,0
S017,2026-05-06,Wednesday,13,39,0
S017,2026-05-06,Wednesday,14,34,0
S017,2026-05-06,Wednesday,15,48,0
S017,2026-05-06,Wednesday,16,44,0
S017,2026-05-06,Wednesday,17,78,1
S017,2026-05-06,Wednesday,18,89,1
S017,2026-05-06,Wednesday,19,87,1
S017,2026-05-06,Wednesday,20,87,1
S017,2026-05-06,Wednesday,21,44,0
S017,2026-05-07,Thursday,8,36,0
S017,2026-05-07,Thursday,9,23,0
S017,2026-05-07,Thursday,10,39,0
S017,2026-05-07,Thursday,11,24,0
S017,2026-05-07,Thursday,12,44,0
S017,2026-05-07,Thursday,13,42,0
S017,2026-05-07,Thursday,14,38,0
S017,2026-05-07,Thursday,15,33,0
S017,2026-05-07,Thursday,16,53,0
S017,2026-05-07,Thursday,17,73,1
S017,2026-05-07,Thursday,18,85,1
S017,2026-05-07,Thursday,19,85,1
S017,2026-05-07,Thursday,20,84,1
S017,2026-05-07,Thursday,21,26,0
S017,2026-05-08,Friday,8,31,0
S017,2026-05-08,Friday,9,30,0
S017,2026-05-08,Friday,10,46,0
S017,2026-05-08,Friday,11,46,0
S017,2026-05-08,Friday,12,53,0
S017,2026-05-08,Friday,13,20,0
S017,2026-05-08,Friday,14,51,0
S017,2026-05-08,Friday,15,29,0
S017,2026-05-08,Friday,16,48,0
S017,2026-05-08,Friday,17,76,1
S017,2026-05-08,Friday,18,75,1
S017,2026-05-08,Friday,19,79,1
S017,2026-05-08,Friday,20,88,1
S017,2026-05-08,Friday,21,31,0
S017,2026-05-09,Saturday,8,83,0
S017,2026-05-09,Saturday,9,44,0
S017,2026-05-09,Saturday,10,35,0
S017,2026-05-09,Saturday,11,65,0
S017,2026-05-09,Saturday,12,63,0
S017,2026-05-09,Saturday,13,42,0
S017,2026-05-09,Saturday,14,82,0
S017,2026-05-09,Saturday,15,59,0
S017,2026-05-09,Saturday,16,53,0
S017,2026-05-09,Saturday,17,128,1
S017,2026-05-09,Saturday,18,106,1
S017,2026-05-09,Saturday,19,122,1
S017,2026-05-09,Saturday,20,120,1
S017,2026-05-09,Saturday,21,36,0
S018,2026-05-03,Sunday,8,121,0
S018,2026-05-03,Sunday,9,131,0
S018,2026-05-03,Sunday,10,129,0
S018,2026-05-03,Sunday,11,107,0
S018,2026-05-03,Sunday,12,136,0
S018,2026-05-03,Sunday,13,113,0
S018,2026-05-03,Sunday,14,119,0
S018,2026-05-03,Sunday,15,183,0
S018,2026-05-03,Sunday,16,236,0
S018,2026-05-03,Sunday,17,343,1
S018,2026-05-03,Sunday,18,380,1
S018,2026-05-03,Sunday,19,331,1
S018,2026-05-03,Sunday,20,375,1
S018,2026-05-03,Sunday,21,156,0
S018,2026-05-04,Monday,8,115,0
S018,2026-05-04,Monday,9,154,0
S018,2026-05-04,Monday,10,125,0
S018,2026-05-04,Monday,11,123,0
S018,2026-05-04,Monday,12,138,0
S018,2026-05-04,Monday,13,85,0
S018,2026-05-04,Monday,14,72,0
S018,2026-05-04,Monday,15,141,0
S018,2026-05-04,Monday,16,103,0
S018,2026-05-04,Monday,17,234,1
S018,2026-05-04,Monday,18,266,1
S018,2026-05-04,Monday,19,228,1
S018,2026-05-04,Monday,20,261,1
S018,2026-05-04,Monday,21,135,0
S018,2026-05-05,Tuesday,8,111,0
S018,2026-05-05,Tuesday,9,83,0
S018,2026-05-05,Tuesday,10,88,0
S018,2026-05-05,Tuesday,11,88,0
S018,2026-05-05,Tuesday,12,76,0
S018,2026-05-05,Tuesday,13,75,0
S018,2026-05-05,Tuesday,14,103,0
S018,2026-05-05,Tuesday,15,158,0
S018,2026-05-05,Tuesday,16,96,0
S018,2026-05-05,Tuesday,17,258,1
S018,2026-05-05,Tuesday,18,257,1
S018,2026-05-05,Tuesday,19,256,1
S018,2026-05-05,Tuesday,20,222,1
S018,2026-05-05,Tuesday,21,136,0
S018,2026-05-06,Wednesday,8,87,0
S018,2026-05-06,Wednesday,9,102,0
S018,2026-05-06,Wednesday,10,145,0
S018,2026-05-06,Wednesday,11,149,0
S018,2026-05-06,Wednesday,12,123,0
S018,2026-05-06,Wednesday,13,99,0
S018,2026-05-06,Wednesday,14,90,0
S018,2026-05-06,Wednesday,15,121,0
S018,2026-05-06,Wednesday,16,95,0
S018,2026-05-06,Wednesday,17,225,1
S018,2026-05-06,Wednesday,18,221,1
S018,2026-05-06,Wednesday,19,254,1
S018,2026-05-06,Wednesday,20,263,1
S018,2026-05-06,Wednesday,21,72,0
S018,2026-05-07,Thursday,8,135,0
S018,2026-05-07,Thursday,9,141,0
S018,2026-05-07,Thursday,10,80,0
S018,2026-05-07,Thursday,11,165,0
S018,2026-05-07,Thursday,12,141,0
S018,2026-05-07,Thursday,13,166,0
S018,2026-05-07,Thursday,14,111,0
S018,2026-05-07,Thursday,15,103,0
S018,2026-05-07,Thursday,16,62,0
S018,2026-05-07,Thursday,17,249,1
S018,2026-05-07,Thursday,18,234,1
S018,2026-05-07,Thursday,19,238,1
S018,2026-05-07,Thursday,20,246,1
S018,2026-05-07,Thursday,21,108,0
S018,2026-05-08,Friday,8,86,0
S018,2026-05-08,Friday,9,143,0
S018,2026-05-08,Friday,10,163,0
S018,2026-05-08,Friday,11,105,0
S018,2026-05-08,Friday,12,161,0
S018,2026-05-08,Friday,13,157,0
S018,2026-05-08,Friday,14,101,0
S018,2026-05-08,Friday,15,115,0
S018,2026-05-08,Friday,16,84,0
S018,2026-05-08,Friday,17,240,1
S018,2026-05-08,Friday,18,221,1
S018,2026-05-08,Friday,19,229,1
S018,2026-05-08,Friday,20,265,1
S018,2026-05-08,Friday,21,92,0
S018,2026-05-09,Saturday,8,103,0
S018,2026-05-09,Saturday,9,137,0
S018,2026-05-09,Saturday,10,231,0
S018,2026-05-09,Saturday,11,137,0
S018,2026-05-09,Saturday,12,160,0
S018,2026-05-09,Saturday,13,90,0
S018,2026-05-09,Saturday,14,167,0
S018,2026-05-09,Saturday,15,135,0
S018,2026-05-09,Saturday,16,123,0
S018,2026-05-09,Saturday,17,340,1
S018,2026-05-09,Saturday,18,352,1
S018,2026-05-09,Saturday,19,353,1
S018,2026-05-09,Saturday,20,348,1
S018,2026-05-09,Saturday,21,220,0
S019,2026-05-03,Sunday,8,160,0
S019,2026-05-03,Sunday,9,160,0
S019,2026-05-03,Sunday,10,216,0
S019,2026-05-03,Sunday,11,195,0
S019,2026-05-03,Sunday,12,99,0
S019,2026-05-03,Sunday,13,185,0
S019,2026-05-03,Sunday,14,94,0
S019,2026-05-03,Sunday,15,107,0
S019,2026-05-03,Sunday,16,214,0
S019,2026-05-03,Sunday,17,349,1
S019,2026-05-03,Sunday,18,360,1
S019,2026-05-03,Sunday,19,367,1
S019,2026-05-03,Sunday,20,328,1
S019,2026-05-03,Sunday,21,129,0
S019,2026-05-04,Monday,8,140,0
S019,2026-05-04,Monday,9,88,0
S019,2026-05-04,Monday,10,117,0
S019,2026-05-04,Monday,11,116,0
S019,2026-05-04,Monday,12,146,0
S019,2026-05-04,Monday,13,109,0
S019,2026-05-04,Monday,14,97,0
S019,2026-05-04,Monday,15,119,0
S019,2026-05-04,Monday,16,119,0
S019,2026-05-04,Monday,17,225,1
S019,2026-05-04,Monday,18,237,1
S019,2026-05-04,Monday,19,229,1
S019,2026-05-04,Monday,20,222,1
S019,2026-05-04,Monday,21,68,0
S019,2026-05-05,Tuesday,8,96,0
S019,2026-05-05,Tuesday,9,155,0
S019,2026-05-05,Tuesday,10,81,0
S019,2026-05-05,Tuesday,11,76,0
S019,2026-05-05,Tuesday,12,145,0
S019,2026-05-05,Tuesday,13,79,0
S019,2026-05-05,Tuesday,14,127,0
S019,2026-05-05,Tuesday,15,106,0
S019,2026-05-05,Tuesday,16,86,0
S019,2026-05-05,Tuesday,17,236,1
S019,2026-05-05,Tuesday,18,238,1
S019,2026-05-05,Tuesday,19,253,1
S019,2026-05-05,Tuesday,20,261,1
S019,2026-05-05,Tuesday,21,174,0
S019,2026-05-06,Wednesday,8,91,0
S019,2026-05-06,Wednesday,9,125,0
S019,2026-05-06,Wednesday,10,135,0
S019,2026-05-06,Wednesday,11,104,0
S019,2026-05-06,Wednesday,12,124,0
S019,2026-05-06,Wednesday,13,144,0
S019,2026-05-06,Wednesday,14,69,0
S019,2026-05-06,Wednesday,15,68,0
S019,2026-05-06,Wednesday,16,98,0
S019,2026-05-06,Wednesday,17,229,1
S019,2026-05-06,Wednesday,18,264,1
S019,2026-05-06,Wednesday,19,244,1
S019,2026-05-06,Wednesday,20,251,1
S019,2026-05-06,Wednesday,21,119,0
S019,2026-05-07,Thursday,8,164,0
S019,2026-05-07,Thursday,9,157,0
S019,2026-05-07,Thursday,10,80,0
S019,2026-05-07,Thursday,11,126,0
S019,2026-05-07,Thursday,12,114,0
S019,2026-05-07,Thursday,13,73,0
S019,2026-05-07,Thursday,14,73,0
S019,2026-05-07,Thursday,15,74,0
S019,2026-05-07,Thursday,16,116,0
S019,2026-05-07,Thursday,17,252,1
S019,2026-05-07,Thursday,18,226,1
S019,2026-05-07,Thursday,19,226,1
S019,2026-05-07,Thursday,20,263,1
S019,2026-05-07,Thursday,21,100,0
S019,2026-05-08,Friday,8,120,0
S019,2026-05-08,Friday,9,118,0
S019,2026-05-08,Friday,10,114,0
S019,2026-05-08,Friday,11,110,0
S019,2026-05-08,Friday,12,146,0
S019,2026-05-08,Friday,13,137,0
S019,2026-05-08,Friday,14,92,0
S019,2026-05-08,Friday,15,129,0
S019,2026-05-08,Friday,16,106,0
S019,2026-05-08,Friday,17,250,1
S019,2026-05-08,Friday,18,246,1
S019,2026-05-08,Friday,19,251,1
S019,2026-05-08,Friday,20,222,1
S019,2026-05-08,Friday,21,94,0
S019,2026-05-09,Saturday,8,95,0
S019,2026-05-09,Saturday,9,176,0
S019,2026-05-09,Saturday,10,107,0
S019,2026-05-09,Saturday,11,123,0
S019,2026-05-09,Saturday,12,209,0
S019,2026-05-09,Saturday,13,181,0
S019,2026-05-09,Saturday,14,147,0
S019,2026-05-09,Saturday,15,196,0
S019,2026-05-09,Saturday,16,129,0
S019,2026-05-09,Saturday,17,356,1
S019,2026-05-09,Saturday,18,341,1
S019,2026-05-09,Saturday,19,346,1
S019,2026-05-09,Saturday,20,361,1
S019,2026-05-09,Saturday,21,230,0
S020,2026-05-03,Sunday,8,212,0
S020,2026-05-03,Sunday,9,205,0
S020,2026-05-03,Sunday,10,188,0
S020,2026-05-03,Sunday,11,145,0
S020,2026-05-03,Sunday,12,150,0
S020,2026-05-03,Sunday,13,211,0
S020,2026-05-03,Sunday,14,136,0
S020,2026-05-03,Sunday,15,103,0
S020,2026-05-03,Sunday,16,180,0
S020,2026-05-03,Sunday,17,324,1
S020,2026-05-03,Sunday,18,353,1
S020,2026-05-03,Sunday,19,326,1
S020,2026-05-03,Sunday,20,378,1
S020,2026-05-03,Sunday,21,148,0
S020,2026-05-04,Monday,8,77,0
S020,2026-05-04,Monday,9,107,0
S020,2026-05-04,Monday,10,108,0
S020,2026-05-04,Monday,11,113,0
S020,2026-05-04,Monday,12,96,0
S020,2026-05-04,Monday,13,114,0
S020,2026-05-04,Monday,14,160,0
S020,2026-05-04,Monday,15,71,0
S020,2026-05-04,Monday,16,86,0
S020,2026-05-04,Monday,17,246,1
S020,2026-05-04,Monday,18,261,1
S020,2026-05-04,Monday,19,237,1
S020,2026-05-04,Monday,20,245,1
S020,2026-05-04,Monday,21,103,0
S020,2026-05-05,Tuesday,8,96,0
S020,2026-05-05,Tuesday,9,117,0
S020,2026-05-05,Tuesday,10,148,0
S020,2026-05-05,Tuesday,11,83,0
S020,2026-05-05,Tuesday,12,147,0
S020,2026-05-05,Tuesday,13,73,0
S020,2026-05-05,Tuesday,14,121,0
S020,2026-05-05,Tuesday,15,95,0
S020,2026-05-05,Tuesday,16,124,0
S020,2026-05-05,Tuesday,17,224,1
S020,2026-05-05,Tuesday,18,231,1
S020,2026-05-05,Tuesday,19,246,1
S020,2026-05-05,Tuesday,20,233,1
S020,2026-05-05,Tuesday,21,100,0
S020,2026-05-06,Wednesday,8,101,0
S020,2026-05-06,Wednesday,9,105,0
S020,2026-05-06,Wednesday,10,121,0
S020,2026-05-06,Wednesday,11,89,0
S020,2026-05-06,Wednesday,12,107,0
S020,2026-05-06,Wednesday,13,101,0
S020,2026-05-06,Wednesday,14,149,0
S020,2026-05-06,Wednesday,15,119,0
S020,2026-05-06,Wednesday,16,101,0
S020,2026-05-06,Wednesday,17,230,1
S020,2026-05-06,Wednesday,18,232,1
S020,2026-05-06,Wednesday,19,232,1
S020,2026-05-06,Wednesday,20,249,1
S020,2026-05-06,Wednesday,21,107,0
S020,2026-05-07,Thursday,8,151,0
S020,2026-05-07,Thursday,9,70,0
S020,2026-05-07,Thursday,10,90,0
S020,2026-05-07,Thursday,11,132,0
S020,2026-05-07,Thursday,12,152,0
S020,2026-05-07,Thursday,13,144,0
S020,2026-05-07,Thursday,14,69,0
S020,2026-05-07,Thursday,15,135,0
S020,2026-05-07,Thursday,16,64,0
S020,2026-05-07,Thursday,17,261,1
S020,2026-05-07,Thursday,18,250,1
S020,2026-05-07,Thursday,19,245,1
S020,2026-05-07,Thursday,20,264,1
S020,2026-05-07,Thursday,21,123,0
S020,2026-05-08,Friday,8,65,0
S020,2026-05-08,Friday,9,134,0
S020,2026-05-08,Friday,10,144,0
S020,2026-05-08,Friday,11,137,0
S020,2026-05-08,Friday,12,73,0
S020,2026-05-08,Friday,13,84,0
S020,2026-05-08,Friday,14,127,0
S020,2026-05-08,Friday,15,123,0
S020,2026-05-08,Friday,16,84,0
S020,2026-05-08,Friday,17,235,1
S020,2026-05-08,Friday,18,250,1
S020,2026-05-08,Friday,19,237,1
S020,2026-05-08,Friday,20,236,1
S020,2026-05-08,Friday,21,88,0
S020,2026-05-09,Saturday,8,219,0
S020,2026-05-09,Saturday,9,181,0
S020,2026-05-09,Saturday,10,246,0
S020,2026-05-09,Saturday,11,186,0
S020,2026-05-09,Saturday,12,141,0
S020,2026-05-09,Saturday,13,113,0
S020,2026-05-09,Saturday,14,116,0
S020,2026-05-09,Saturday,15,200,0
S020,2026-05-09,Saturday,16,150,0
S020,2026-05-09,Saturday,17,344,1
S020,2026-05-09,Saturday,18,370,1
S020,2026-05-09,Saturday,19,381,1
S020,2026-05-09,Saturday,20,357,1
S020,2026-05-09,Saturday,21,192,0
S021,2026-05-03,Sunday,8,99,0
S021,2026-05-03,Sunday,9,95,0
S021,2026-05-03,Sunday,10,76,0
S021,2026-05-03,Sunday,11,99,0
S021,2026-05-03,Sunday,12,87,0
S021,2026-05-03,Sunday,13,110,0
S021,2026-05-03,Sunday,14,137,0
S021,2026-05-03,Sunday,15,65,0
S021,2026-05-03,Sunday,16,116,0
S021,2026-05-03,Sunday,17,249,1
S021,2026-05-03,Sunday,18,250,1
S021,2026-05-03,Sunday,19,245,1
S021,2026-05-03,Sunday,20,220,1
S021,2026-05-03,Sunday,21,70,0
S021,2026-05-04,Monday,8,67,0
S021,2026-05-04,Monday,9,84,0
S021,2026-05-04,Monday,10,100,0
S021,2026-05-04,Monday,11,70,0
S021,2026-05-04,Monday,12,77,0
S021,2026-05-04,Monday,13,96,0
S021,2026-05-04,Monday,14,88,0
S021,2026-05-04,Monday,15,90,0
S021,2026-05-04,Monday,16,74,0
S021,2026-05-04,Monday,17,159,1
S021,2026-05-04,Monday,18,167,1
S021,2026-05-04,Monday,19,163,1
S021,2026-05-04,Monday,20,148,1
S021,2026-05-04,Monday,21,63,0
S021,2026-05-05,Tuesday,8,77,0
S021,2026-05-05,Tuesday,9,50,0
S021,2026-05-05,Tuesday,10,69,0
S021,2026-05-05,Tuesday,11,97,0
S021,2026-05-05,Tuesday,12,74,0
S021,2026-05-05,Tuesday,13,69,0
